sesion,num_votacion,fecha,legislatura,num_expediente,presentes,si,no,abs,titulo,texto_expediente,titulo_subgrupo,texto_subgrupo
"87","101","26/2/2013","10","200/000001","328","183","24","121","Debate de Política General en torno al Estado de la Nación.","Comunicación del Gobierno en la que solicita la celebración de un debate de política general sobre el estado de la Nación.","Propuestas del Grupo Parlamentario Popular en el Congreso","Propuesta 100"
"87","102","26/2/2013","10","200/000001","327","183","122","22","Debate de Política General en torno al Estado de la Nación.","Comunicación del Gobierno en la que solicita la celebración de un debate de política general sobre el estado de la Nación.","Propuestas del Grupo Parlamentario Popular en el Congreso","Propuesta 101"
"87","103","26/2/2013","10","200/000001","329","183","120","26","Debate de Política General en torno al Estado de la Nación.","Comunicación del Gobierno en la que solicita la celebración de un debate de política general sobre el estado de la Nación.","Propuestas del Grupo Parlamentario Popular en el Congreso","Propuesta 102"
"87","104","26/2/2013","10","200/000001","326","208","14","104","Debate de Política General en torno al Estado de la Nación.","Comunicación del Gobierno en la que solicita la celebración de un debate de política general sobre el estado de la Nación.","Propuestas del Grupo Parlamentario Popular en el Congreso","Propuesta 103, en los términos de la reformulación presentada y de la enmienda transaccional presentada a la enmienda 67 del Grupo Catalán (CiU)"
"87","105","26/2/2013","10","200/000001","329","183","108","38","Debate de Política General en torno al Estado de la Nación.","Comunicación del Gobierno en la que solicita la celebración de un debate de política general sobre el estado de la Nación.","Propuestas del Grupo Parlamentario Popular en el Congreso","Propuesta 104"
"87","106","26/2/2013","10","200/000001","331","318","2","11","Debate de Política General en torno al Estado de la Nación.","Comunicación del Gobierno en la que solicita la celebración de un debate de política general sobre el estado de la Nación.","Propuestas del Grupo Parlamentario Popular en el Congreso","Propuesta 105"
"87","107","26/2/2013","10","173/000059","329","303","0","26","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la política general del Ministerio de Educación, Cultura y Deporte para controlar el gasto público y prevenir las prácticas irregulares en el manejo de fondos públicos y subvenciones en los entes y fundaciones culturales en las que participa el Estado.","Votación agrupada","Punto 1"
"87","108","26/2/2013","10","173/000059","328","4","300","24","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la política general del Ministerio de Educación, Cultura y Deporte para controlar el gasto público y prevenir las prácticas irregulares en el manejo de fondos públicos y subvenciones en los entes y fundaciones culturales en las que participa el Estado.","Votación agrupada"," Resto de la Moción"
"88","1","27/2/2013","10","173/000060","318","124","178","16","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el papel a desarrollar por las entidades financieras actualmente nacionalizadas para atender las necesidades de crédito de las pequeñas empresas y familias, estimular la economía real y facilitar la creación de empleo.","Votación separada por puntos"," Punto a)"
"88","2","27/2/2013","10","173/000060","317","37","179","101","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el papel a desarrollar por las entidades financieras actualmente nacionalizadas para atender las necesidades de crédito de las pequeñas empresas y familias, estimular la economía real y facilitar la creación de empleo.","Votación separada por puntos"," Punto b)"
"88","3","27/2/2013","10","173/000060","317","39","173","105","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el papel a desarrollar por las entidades financieras actualmente nacionalizadas para atender las necesidades de crédito de las pequeñas empresas y familias, estimular la economía real y facilitar la creación de empleo.","Votación separada por puntos"," Punto c)"
"88","4","27/2/2013","10","173/000060","317","43","174","100","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el papel a desarrollar por las entidades financieras actualmente nacionalizadas para atender las necesidades de crédito de las pequeñas empresas y familias, estimular la economía real y facilitar la creación de empleo.","Votación separada por puntos"," Punto d)"
"88","5","27/2/2013","10","173/000060","317","18","284","15","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el papel a desarrollar por las entidades financieras actualmente nacionalizadas para atender las necesidades de crédito de las pequeñas empresas y familias, estimular la economía real y facilitar la creación de empleo.","Votación separada por puntos"," Punto e)"
"88","6","27/2/2013","10","173/000061","323","124","174","25","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la finalidad, las consecuencias y las responsabilidades políticas que piensa asumir el Ministro de Hacienda y Administraciones Públicas ante los resultados de la amnistía fiscal.  En los términos de la enmienda transaccional presentada por los Grupos Socialista, de IU, ICV, EUiA, CHA: La izquierda Plural y Mixto.","",""
"88","7","27/2/2013","10","173/000062","322","198","24","100","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la política energética a corto, medio y largo plazo que está impulsando el Gobierno.  En los términos de la embienda transaccional presentada por los Grupos Popular en el Congreso y Catalén de Convergència i Unió.","",""
"89","1","12/3/2013","10","122/000062","326","146","175","5","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de creación de un Fondo para el empleo en las Pequeñas y Medianas Empresas y para Emprendedores.","",""
"89","2","12/3/2013","10","162/000180","325","126","185","14","Proposiciones no de Ley.","Proposición no de Ley por la que se insta al Gobierno a la aprobación de un Plan de choque para la creación de empleo. Se vota en los términos de la enmienda transaccional presentada por el Grupo Parlamentario Socialista, el Grupo Parlamentario Catalán (CiU) y el Grupo Parlamentario Vasco (EAJ-PNV)","",""
"89","3","12/3/2013","10","162/000525","325","20","300","5","Proposiciones no de Ley.","Proposición no de Ley sobre creación de una auditoria de la deuda pública y de una comisión que determine los criterios económicos y sociales con los que poder calificar como odiosa parte de la deuda.","",""
"89","4","12/3/2013","10","173/000064","324","21","297","6","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el impacto económico y fiscal de la legalización de la producción y el consumo de cannabis.","Votación por puntos","Punto 1"
